IdExpediente,Hora,Causa_de_Accidente,Tipo_VehImplicado,Sexo,TipoPersona,Edad,SeriedadAcc,CoordenadaUTM_Y,CoordenadaUTM_X
2014S005695,8,No es causa del peatón,Turismo,Home,Conductor,52,Herida leve,4582622.56,427510.22
2014S006795,12,No es causa del peatón,Motocicleta,Home,Conductor,21,Herida leve,4584065.85,431361.73
2014S005257,1,No es causa del peatón,Ciclomotor,Home,Conductor,30,Herida leve,4582697.02,430671.54
2014S005451,7,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4586277.91,432888.37
2014S003426,5,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4583730.69,431738.28
2014S005830,3,No es causa del peatón,Turismo,Dona,Passatger,53,Herida leve,4588544.68,433710.83
2014S003100,10,No es causa del peatón,Motocicleta,Home,Conductor,48,Herida leve,4581993.09,429450.77
2014S001129,8,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4584829.57,429566.36
2014S005426,12,No es causa del peatón,Bicicleta,Home,Conductor,32,Herida leve,4587134.61,428702.21
2014S004537,2,No es causa del peatón,Motocicleta,Home,Conductor,27,Herida leve,4585701.7,428141.26
2014S007379,6,No es causa del peatón,Taxi,Home,Conductor,31,Herida leve,4582345.91,432900.47
2014S006511,6,No es causa del peatón,Turismo,Home,Conductor,39,Herida leve,4586017.13,434149.26
2014S001030,2,No es causa del peatón,Ciclomotor,Dona,Conductor,27,Herida leve,4583121.17,430394.36
2014S008324,7,No es causa del peatón,Turismo,Home,Conductor,40,Herida leve,4587104.91,427413.91
2014S006273,4,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4584282.94,427818.93
2014S007728,1,No es causa del peatón,Motocicleta,Home,Conductor,25,Herida leve,4584602.9,428741.42
2014S004114,4,No es causa del peatón,Motocicleta,Dona,Conductor,19,Herida leve,4583270.13,428355.89
2014S003006,12,No es causa del peatón,Motocicleta,Home,Conductor,37,Herida leve,4583211.15,430294.37
2014S003406,8,No es causa del peatón,Turismo,Dona,Conductor,56,Herida leve,4587144.98,427041.58
2014S004017,12,No es causa del peatón,Taxi,Home,Vianant,33,Herida leve,4580904.82,428633.36
2014S003246,9,No es causa del peatón,Bicicleta,Dona,Conductor,43,Herida leve,4583467.27,432159.63
2014S001105,9,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4584703.77,429298.32
2014S006195,8,No es causa del peatón,Turismo,Home,Conductor,28,Herida leve,4587058.07,431699.35
2014S008874,8,No es causa del peatón,"Cami˘n <= 3,5 Tm",Home,Conductor,33,Herida leve,4584093.67,426449.02
2014S004569,9,No es causa del peatón,Turismo,Home,Passatger,67,Herida leve,4582338.55,427150.12
2014S004569,9,No es causa del peatón,Turismo,Home,Passatger,32,Herida leve,4582338.55,427150.12
2014S001738,11,No es causa del peatón,Motocicleta,Dona,Passatger,38,Herida leve,4584052.2,428564.86
2014S009550,3,No es causa del peatón,Turismo,Dona,Passatger,17,Herida leve,4585470.19,427969.12
2014S004986,2,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4582786.61,429861.66
2014S005628,5,No es causa del peatón,Motocicleta,Home,Conductor,50,Herida leve,4582039.47,427632.39
2014S003138,7,No es causa del peatón,Motocicleta,Dona,Passatger,10,Herida leve,4583984.56,425809.17
2014S006086,3,No es causa del peatón,Ciclomotor,Dona,Conductor,32,Herida leve,4581812.62,429792.01
2014S006727,11,No es causa del peatón,Turismo,Home,Passatger,36,Herida leve,4583314.3,433668.11
2014S008308,2,No es causa del peatón,Ciclomotor,Home,Conductor,22,Herida leve,4582161.66,427693.18
2014S005972,11,No es causa del peatón,Ciclomotor,Dona,Conductor,30,Herida leve,4582027.33,429988.94
2014S002705,8,No es causa del peatón,Ciclomotor,Home,Conductor,22,Herida leve,4578080.45,428110.04
2014S000815,4,No es causa del peatón,Turismo,Home,Vianant,75,Herida leve,4580441.24,428153.02
2014S002875,6,No es causa del peatón,Turismo,Home,Passatger,34,Herida leve,4583558.8,430785.21
2014S004767,2,No es causa del peatón,Bicicleta,Home,Conductor,32,Herida leve,4585873.66,430206.61
2014S004076,1,No es causa del peatón,Taxi,Home,Passatger,55,Herida leve,4583467.16,427789.31
2014S002675,7,No es causa del peatón,Motocicleta,Dona,Vianant,18,Herida leve,4583383.22,429264.15
2014S005427,1,No es causa del peatón,Motocicleta,Home,Conductor,37,Herida leve,4587102.61,430408.05
2014S000904,9,Desobedecer Semáforo,Motocicleta,Dona,Vianant,66,Herida leve,4584234.28,428262.27
2014S008049,8,No es causa del peatón,Furgoneta,Dona,Vianant,34,Herida leve,4587720.41,431986.54
2014S005598,9,Cruzar fuera de paso peatonal,Motocicleta,Home,Conductor,55,Herida leve,4584237.31,428369.31
2014S000306,5,No es causa del peatón,Turismo,Dona,Vianant,28,Herida leve,4582594.5,427768.07
2014S003112,8,No es causa del peatón,Motocicleta,Home,Conductor,37,Herida leve,4585075.51,427823.13
2014S003112,8,No es causa del peatón,Motocicleta,Dona,Passatger,34,Herida leve,4585075.51,427823.13
2014S008786,7,No es causa del peatón,AutobŁs,Home,Passatger,79,Herida leve,4585348.24,434465.88
2014S000565,9,No es causa del peatón,Turismo,Dona,Conductor,79,Herida leve,4581848.53,429096.78
2014S001300,2,No es causa del peatón,Ciclomotor,Home,Conductor,56,Herida leve,4581414.09,427289.37
2014S000077,8,No es causa del peatón,Turismo,Home,Conductor,21,Herida leve,4586889.4,429774.49
2014S004971,3,No es causa del peatón,Motocicleta,Home,Conductor,25,Herida leve,4584280.65,430631.47
2014S003556,5,No es causa del peatón,Motocicleta,Home,Vianant,70,Herida leve,4582940.85,430752.29
2014S001432,12,No es causa del peatón,Furgoneta,Dona,Vianant,80,Herida leve,4580911.18,429754.82
2014S002794,11,No es causa del peatón,Motocicleta,Home,Conductor,62,Herida leve,4583558.8,430785.21
2014S009429,2,No es causa del peatón,TranvĄa o tren,Home,Passatger,4,Herida leve,4581864.88,426110.28
2014S009429,2,No es causa del peatón,TranvĄa o tren,Dona,Passatger,58,Herida leve,4581864.88,426110.28
2014S004553,4,No es causa del peatón,Ciclomotor,Home,Conductor,51,Herida leve,4586470.86,431621.32
2014S006163,8,No es causa del peatón,Motocicleta,Home,Conductor,55,Herida grave,4583395.31,431081.65
2014S005898,1,No es causa del peatón,Turismo,Home,Passatger,19,Herida leve,4587431.62,427778.58
2014S001699,5,No es causa del peatón,Turismo,Home,Conductor,22,Herida leve,4583579.65,427014.8
2014S006406,2,No es causa del peatón,Motocicleta,Home,Conductor,27,Herida leve,4582245.25,430308.02
2014S006724,11,No es causa del peatón,Motocicleta,Home,Conductor,35,Herida leve,4583281.44,430711.2
2014S006779,6,No es causa del peatón,Turismo,Dona,Conductor,25,Herida leve,4582782.46,431545.14
2014S006779,6,No es causa del peatón,Turismo,Home,Passatger,28,Herida leve,4582782.46,431545.14
2014S006954,9,No es causa del peatón,Turismo,Dona,Passatger,35,Herida leve,4578810.87,429885.56
2014S008934,6,Desobedecer Semáforo,Motocicleta,Home,Conductor,33,Herida leve,4584243.66,431542.53
2014S005046,12,No es causa del peatón,Bicicleta,Home,Conductor,52,Herida leve,4582307.82,430275.3
2014S004118,5,No es causa del peatón,Ciclomotor,Home,Conductor,37,Herida leve,4582834.71,430234.31
2014S005562,9,No es causa del peatón,Motocicleta,Home,Conductor,20,Herida leve,4579963.45,427978.22
2014S000140,2,No es causa del peatón,Motocicleta,Home,Conductor,37,Herida leve,4580828.8,427095.96
2014S003942,12,No es causa del peatón,Motocicleta,Dona,Conductor,28,Herida leve,4583752.01,431856.51
2014S008419,7,No es causa del peatón,Motocicleta,Home,Conductor,36,Herida leve,4586544.65,433319.33
2014S002815,9,No es causa del peatón,Ciclomotor,Dona,Vianant,82,Herida leve,4584752.27,431875.12
2014S009404,4,No es causa del peatón,Turismo,Dona,Passatger,39,Herida leve,4584971.32,433081.94
2014S005472,4,No es causa del peatón,Motocicleta,Home,Conductor,27,Herida leve,4585878.35,433315.09
2014S003750,8,No es causa del peatón,Motocicleta,Dona,Conductor,39,Herida leve,4584227.04,432154.04
2014S002973,1,No es causa del peatón,Turismo,Home,Conductor,40,Herida leve,4582575.1,428927.72
2014S002973,1,No es causa del peatón,Turismo,Home,Passatger,42,Herida leve,4582575.1,428927.72
2014S006418,8,No es causa del peatón,Taxi,Dona,Passatger,43,Herida leve,4584152.74,433736.65
2014S007544,6,No es causa del peatón,Turismo,Dona,Passatger,50,Herida leve,4584623.39,432872.16
2014S004993,9,No es causa del peatón,AutobŁs,Home,Passatger,48,Herida leve,4578703.79,428375.21
2014S002478,1,No es causa del peatón,Motocicleta,Home,Conductor,32,Herida leve,4581547.12,427739.15
2014S002314,10,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4586453.46,428432.21
2014S005007,2,No es causa del peatón,Motocicleta,Home,Conductor,52,Herida leve,4582677.63,431222.14
2014S002639,1,No es causa del peatón,Turismo,Home,Conductor,31,Herida leve,4589077.8,433247.29
2014S001045,9,No es causa del peatón,Turismo,Dona,Conductor,26,Herida leve,4588512.71,432185.43
2014S003321,1,No es causa del peatón,Motocicleta,Home,Vianant,68,Herida leve,4582648.38,427585.14
2014S005277,5,No es causa del peatón,Turismo,Dona,Passatger,27,Herida leve,4582321.92,426739.43
2014S008858,12,No es causa del peatón,Motocicleta,Home,Passatger,67,Herida leve,4581636.03,427694.46
2014S009207,7,No es causa del peatón,Motocicleta,Home,Conductor,36,Herida leve,4589299.82,432759.15
2014S000147,7,No es causa del peatón,Bicicleta,Dona,Conductor,25,Herida leve,4582170.6,430350.14
2014S000369,8,No es causa del peatón,Motocicleta,Home,Conductor,67,Herida leve,4582373.52,429080.84
2014S000952,1,No es causa del peatón,Turismo,Home,Conductor,35,Herida leve,4582277.95,432826.97
2014S000952,1,No es causa del peatón,Turismo,Home,Passatger,34,Herida leve,4582277.95,432826.97
2014S008860,4,No es causa del peatón,Turismo,Dona,Passatger,27,Herida leve,4584483.41,430426.23
2014S001015,7,No es causa del peatón,Motocicleta,Home,Conductor,47,Herida leve,4588759.27,433587.74
2014S006459,3,No es causa del peatón,Motocicleta,Home,Conductor,28,Herida leve,4582120.18,429564.28
2014S004230,7,No es causa del peatón,Motocicleta,Dona,Passatger,10,Herida leve,4584765.38,431900.75
2014S007922,4,No es causa del peatón,Motocicleta,Dona,Conductor,51,Herida leve,4582689.99,429902.44
2014S007145,10,No es causa del peatón,Ciclomotor,Home,Conductor,24,Herida leve,4582581.45,426884.2
2014S008657,12,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4581830.74,430040.87
2014S002937,10,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4585297.97,430824.65
2014S002192,6,No es causa del peatón,Motocicleta,Home,Passatger,22,Herida leve,4586392.19,431320.55
2014S009432,3,No es causa del peatón,Furgoneta,Dona,Passatger,16,Herida leve,4583936.01,431368.9
2014S003454,11,No es causa del peatón,Turismo,Home,Conductor,22,Herida leve,4589407.83,432151.08
2014S002081,5,Otras,Turismo,Home,Vianant,25,Herida leve,4580346.68,428488.08
2014S003844,7,No es causa del peatón,Turismo,Dona,Passatger,25,Herida leve,4582711.17,428092.34
2014S007525,3,No es causa del peatón,Motocicleta,Home,Conductor,32,Herida leve,4588906.94,432617.25
2014S007222,5,No es causa del peatón,Motocicleta,Home,Conductor,27,Herida leve,4582516.07,430558.51
2014S007488,9,No es causa del peatón,Motocicleta,Dona,Passatger,36,Herida leve,4582778.28,430561.88
2014S008775,2,No es causa del peatón,Motocicleta,Home,Conductor,38,Herida leve,4586752.82,424186.66
2014S005807,4,No es causa del peatón,Turismo,Home,Passatger,34,Herida leve,4583840.16,431945.63
2014S005264,10,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4584366.3,428716.02
2014S005264,10,No es causa del peatón,Motocicleta,Dona,Passatger,41,Herida leve,4584366.3,428716.02
2014S008635,4,No es causa del peatón,AutobŁs,Dona,Passatger,79,Herida leve,4581812.62,429792.01
2014S007372,4,No es causa del peatón,Motocicleta,Home,Conductor,48,Herida leve,4578484.43,429532.72
2014S004632,11,No es causa del peatón,Motocicleta,Home,Conductor,34,Herida leve,4582633.59,430733.48
2014S006292,4,No es causa del peatón,Motocicleta,Home,Conductor,59,Herida leve,4581993.09,429450.77
2014S000162,5,No es causa del peatón,Ciclomotor,Dona,Conductor,33,Herida leve,4586297.28,431917.82
2014S006301,8,No es causa del peatón,Motocicleta,Dona,Passatger,18,Herida leve,4579788.36,430447.35
2014S001225,10,No es causa del peatón,Ciclomotor,Dona,Conductor,40,Herida leve,4583444.97,430532.42
2014S009411,6,No es causa del peatón,Turismo,Home,Conductor,21,Herida leve,4585168.98,427350.84
2014S009411,6,No es causa del peatón,Turismo,Dona,Passatger,19,Herida leve,4585168.98,427350.84
2014S008333,11,No es causa del peatón,Motocicleta,Dona,Conductor,50,Herida leve,4583415.07,429178.43
2014S006245,8,No es causa del peatón,Motocicleta,Home,Conductor,32,Herida leve,4582219.63,430450.44
2014S009059,11,No es causa del peatón,Motocicleta,Dona,Conductor,53,Herida leve,4587006.95,430045.06
2014S008109,3,No es causa del peatón,Ciclomotor,Home,Conductor,64,Herida leve,4584552.28,430724.72
2014S002904,6,No es causa del peatón,Turismo,Home,Passatger,38,Herida leve,4582066.56,430124.33
2014S000404,8,No es causa del peatón,Motocicleta,Home,Vianant,46,Herida leve,4582032.33,429476.67
2014S002381,10,No es causa del peatón,Motocicleta,Home,Conductor,43,Herida leve,4583502.91,427246.23
2014S005130,7,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4583080.73,430506.56
2014S003855,8,No es causa del peatón,Turismo,Dona,Passatger,12,Herida leve,4581960.58,425772.51
2014S004796,1,No es causa del peatón,Turismo,Home,Conductor,41,Herida leve,4589440.45,432784.19
2014S006337,9,No es causa del peatón,Turismo,Dona,Passatger,39,Herida leve,4581683.82,429756.53
2014S008119,9,Desobedecer Semáforo,Ciclomotor,Home,Vianant,18,Herida leve,4582711.59,430784.15
2014S002375,11,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4585423.62,433430.56
2014S007532,10,No es causa del peatón,Motocicleta,Home,Conductor,58,Herida leve,4582839.11,429787.08
2014S000522,7,No es causa del peatón,Turismo,Dona,Passatger,65,Herida leve,4577891,428387.67
2014S003635,6,Cruzar fuera de paso peatonal,Taxi,Home,Vianant,10,Herida leve,4583640.1,433490.93
2014S004410,3,Desobedecer Semáforo,Turismo,Dona,Vianant,Desconegut,Herida leve,4585877.1,434007.45
2014S009060,10,Desobedecer Semáforo,Taxi,Dona,Vianant,22,Herida leve,4585099.31,431268.1
2014S000298,12,Cruzar fuera de paso peatonal,"Cami˘n <= 3,5 Tm",Home,Vianant,62,Herida grave,4585914.2,431313.84
2014S003479,11,No es causa del peatón,Turismo,Dona,Vianant,85,Herida leve,4580909.38,428016.12
2014S000053,8,No es causa del peatón,Ciclomotor,Dona,Passatger,16,Herida leve,4583251.87,429530.55
2014S005460,12,No es causa del peatón,Motocicleta,Dona,Conductor,57,Herida leve,4582525.23,427556.27
2014S006100,8,Desobedecer Semáforo,Bicicleta,Home,Conductor,52,Herida leve,4585111.31,432633.75
2014S005236,11,No es causa del peatón,Motocicleta,Home,Conductor,51,Herida leve,4584927.5,429679.86
2014S005344,4,No es causa del peatón,Ciclomotor,Home,Conductor,35,Herida leve,4580920.07,431246.1
2014S002582,1,Otras,Taxi,Home,Vianant,87,Herida leve,4583457.33,429939.18
2014S007970,7,Cruzar fuera de paso peatonal,Turismo,Home,Vianant,Desconegut,Herida leve,4584444.84,428958.62
2014S002605,12,Cruzar fuera de paso peatonal,Furgoneta,Home,Vianant,87,Herida leve,4581309.22,428028.37
2014S003736,7,No es causa del peatón,Motocicleta,Home,Conductor,65,Herida leve,4582101.3,431974.94
2014S006587,10,Desobedecer Semáforo,Motocicleta,Home,Conductor,47,Herida leve,4582460.28,430451.2
2014S003954,2,No es causa del peatón,Motocicleta,Home,Conductor,27,Herida leve,4576406.52,426502.74
2014S004135,12,No es causa del peatón,Turismo,Dona,Passatger,30,Herida leve,4583171.97,429462.45
2014S004140,2,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4580585.39,429205.55
2014S004142,5,No es causa del peatón,AutobŁs,Dona,Passatger,27,Herida leve,4581243.79,431520.59
2014S003439,11,No es causa del peatón,Motocicleta,Home,Conductor,48,Herida leve,4582389.21,426779.13
2014S003631,1,No es causa del peatón,Motocicleta,Dona,Passatger,20,Herida leve,4584688.14,428005.18
2014S003641,1,No es causa del peatón,Motocicleta,Dona,Conductor,56,Herida leve,4581661.12,427088.8
2014S003836,12,No es causa del peatón,Motocicleta,Home,Conductor,36,Herida leve,4582376.41,431719.63
2014S002689,2,No es causa del peatón,Turismo,Dona,Passatger,26,Herida leve,4587397.76,428769.29
2014S003199,6,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4588243.81,430361.27
2014S003401,8,Cruzar fuera de paso peatonal,Motocicleta,Home,Conductor,45,Herida leve,4587854.69,431206.03
2014S002753,11,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4582437.72,429475.11
2014S002754,12,No es causa del peatón,Motocicleta,Home,Conductor,42,Herida leve,4579817.43,427840.47
2014S004745,5,No es causa del peatón,Turismo,Home,Conductor,37,Herida leve,4583347.26,430754.31
2014S004750,12,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4581847.73,429285.76
2014S003596,6,No es causa del peatón,Ciclomotor,Dona,Conductor,41,Herida leve,4582646.21,429305.88
2014S003597,8,No es causa del peatón,Turismo,Dona,Passatger,35,Herida leve,4589426.73,432301.35
2014S005400,11,No es causa del peatón,Turismo,Dona,Conductor,23,Herida leve,4585378.81,428460.35
2014S003846,7,Cruzar fuera de paso peatonal,Turismo,Dona,Vianant,39,Herida leve,4584500.22,431581.9
2014S004032,7,No es causa del peatón,Motocicleta,Home,Conductor,34,Herida leve,4583616.44,434020.31
2014S004942,9,No es causa del peatón,Motocicleta,Home,Conductor,42,Herida leve,4583785.59,432609.98
2014S002600,8,Desobedecer Semáforo,Bicicleta,Dona,Vianant,69,Herida leve,4581998.43,428893.68
2014S002601,8,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4587589.35,428832.87
2014S004111,2,No es causa del peatón,Taxi,Home,Passatger,36,Herida leve,4583137.02,429179.62
2014S004111,2,No es causa del peatón,Taxi,Dona,Passatger,26,Herida leve,4583137.02,429179.62
2014S004116,7,Desobedecer Semáforo,AutobŁs articulado,Home,Vianant,53,Herida leve,4583492.04,431712.63
2014S004310,10,No es causa del peatón,Motocicleta,Dona,Conductor,24,Herida leve,4585357.52,427649.79
2014S003064,8,No es causa del peatón,Turismo,Home,Conductor,32,Herida leve,4580911.97,429691.56
2014S003602,12,No es causa del peatón,Turismo,Dona,Conductor,41,Herida leve,4584503.58,428074.41
2014S002453,9,No es causa del peatón,Turismo,Home,Conductor,32,Herida leve,4588848.98,433510.96
2014S002656,5,No es causa del peatón,Turismo,Home,Conductor,38,Herida leve,4577861.31,428769.75
2014S002657,7,No es causa del peatón,Bicicleta,Home,Conductor,21,Herida leve,4584402.67,434803.19
2014S002660,7,No es causa del peatón,Motocicleta,Home,Conductor,44,Herida leve,4583273.81,431549.92
2014S002951,6,No es causa del peatón,Bicicleta,Dona,Conductor,46,Herida leve,4583593.55,430492.5
2014S005339,3,No es causa del peatón,Bicicleta,Dona,Vianant,31,Herida leve,4583115.09,430794.13
2014S005340,6,No es causa del peatón,Motocicleta,Home,Conductor,77,Herida leve,4581802.47,429208.9
2014S005341,5,No es causa del peatón,Motocicleta,Home,Conductor,31,Herida leve,4583152.36,429394.07
2014S005554,7,No es causa del peatón,Turismo,Home,Passatger,28,Herida leve,4576309.83,426672.97
2014S003939,10,No es causa del peatón,Turismo,Dona,Conductor,20,Herida leve,4579539.8,427975.89
2014S004120,9,No es causa del peatón,Ciclomotor,Home,Conductor,22,Herida leve,4582803.94,427912.59
2014S004129,9,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4583502.91,427246.23
2014S004321,12,No es causa del peatón,Turismo,Home,Conductor,37,Herida leve,4581890.17,432372.38
2014S004538,2,No es causa del peatón,Motocicleta,Home,Conductor,35,Herida leve,4585705.33,428129.83
2014S002846,8,No es causa del peatón,Motocicleta,Home,Conductor,42,Herida leve,4584691.03,432792.39
2014S004223,2,No es causa del peatón,Turismo,Dona,Passatger,43,Herida leve,4581830.33,425387.61
2014S004423,12,No es causa del peatón,Turismo,Home,Conductor,40,Herida leve,4578062.47,428635.14
2014S004429,2,No es causa del peatón,Turismo,Dona,Passatger,53,Herida leve,4585089.43,434505.27
2014S004430,3,No es causa del peatón,Bicicleta,Home,Conductor,30,Herida leve,4582156.35,432795.59
2014S003466,11,No es causa del peatón,Bicicleta,Home,Conductor,34,Herida leve,4584181.55,431064.4
2014S003996,7,No es causa del peatón,Turismo,Home,Conductor,42,Herida leve,4583592.69,427761.23
2014S003996,7,No es causa del peatón,Turismo,Dona,Passatger,21,Herida leve,4583592.69,427761.23
2014S004000,7,No es causa del peatón,Turismo,Dona,Passatger,27,Herida leve,4588493.8,433767.83
2014S003334,10,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4582882.55,430276.41
2014S002785,9,No es causa del peatón,Turismo,Home,Passatger,5,Herida leve,4584049.57,434443.92
2014S004518,10,No es causa del peatón,Motocicleta,Home,Conductor,25,Herida leve,4581379.93,426511.68
2014S004519,7,Cruzar fuera de paso peatonal,Taxi,Home,Vianant,Desconegut,Herida leve,4583842.1,431709.34
2014S004522,5,No es causa del peatón,Motocicleta,Home,Conductor,51,Herida grave,4583588.18,431603.29
2014S004714,7,No es causa del peatón,Motocicleta,Dona,Conductor,34,Herida leve,4588587.95,431713.89
2014S004715,5,No es causa del peatón,Bicicleta,Dona,Vianant,47,Herida leve,4583220.26,429664.97
2014S004325,4,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4588822.29,431784.01
2014S004329,3,No es causa del peatón,Furgoneta,Home,Conductor,31,Herida leve,4587065.72,431436.63
2014S004528,8,No es causa del peatón,Motocicleta,Dona,Passatger,41,Herida leve,4583533.71,426909.2
2014S002851,12,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4583317.43,429831.27
2014S003029,1,No es causa del peatón,Ciclomotor,Home,Conductor,21,Herida leve,4586420.37,429797.93
2014S003035,2,No es causa del peatón,Motocicleta,Dona,Passatger,39,Herida leve,4589500.82,432174.11
2014S004625,8,Cruzar fuera de paso peatonal,Turismo,Dona,Vianant,5,Herida grave,4585799.68,433593.84
2014S004631,7,No es causa del peatón,Motocicleta,Home,Conductor,47,Herida leve,4582985.48,430398.52
2014S004633,5,No es causa del peatón,Motocicleta,Dona,Conductor,47,Herida leve,4582503.15,425296.71
2014S002976,3,No es causa del peatón,Turismo,Home,Vianant,12,Herida leve,4584886.01,434467.95
2014S003519,6,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4582924.66,431532.97
2014S003523,7,No es causa del peatón,Turismo,Dona,Vianant,37,Herida leve,4586764.15,428053.31
2014S003417,1,No es causa del peatón,Turismo,Home,Conductor,47,Herida leve,4581826.64,427225.02
2014S004835,6,No es causa del peatón,Motocicleta,Dona,Conductor,27,Herida leve,4582396.64,430741.88
2014S004835,6,No es causa del peatón,Motocicleta,Home,Conductor,44,Herida leve,4582396.64,430741.88
2014S004836,7,No es causa del peatón,Bicicleta,Home,Conductor,25,Herida leve,4582817.02,428704.26
2014S005038,10,No es causa del peatón,Furgoneta,Home,Conductor,37,Herida leve,4581022.5,427420.29
2014S005248,3,No es causa del peatón,Bicicleta,Home,Conductor,16,Herida leve,4582780.48,428027.76
2014S005258,2,Otras,Taxi,Home,Vianant,28,Herida leve,4583838.16,429667.49
2014S003536,11,No es causa del peatón,Motocicleta,Home,Conductor,33,Herida leve,4581204.81,427306.01
2014S004955,9,No es causa del peatón,Motocicleta,Dona,Vianant,82,Herida leve,4584522.66,430193.25
2014S005144,3,No es causa del peatón,Motocicleta,Home,Conductor,53,Herida leve,4585470.19,427969.12
2014S005148,5,No es causa del peatón,Bicicleta,Home,Conductor,55,Herida leve,4583187.83,429911.9
2014S005153,7,Desobedecer Semáforo,Bicicleta,Dona,Vianant,68,Herida leve,4583202.28,430708.88
2014S004736,4,No es causa del peatón,Motocicleta,Home,Conductor,61,Herida leve,4581348.87,428567.38
2014S004738,3,No es causa del peatón,Turismo,Home,Vianant,64,Herida leve,4582736.46,429206.45
2014S004931,4,No es causa del peatón,Turismo,Home,Conductor,48,Herida leve,4582064.53,426117.87
2014S004931,4,No es causa del peatón,Turismo,Home,Conductor,24,Herida leve,4582064.53,426117.87
2014S004452,9,No es causa del peatón,Motocicleta,Home,Conductor,22,Herida leve,4586341.54,432319.18
2014S004453,7,No es causa del peatón,Turismo,Dona,Conductor,35,Herida leve,4581604.82,428589.12
2014S004454,9,No es causa del peatón,Turismo,Home,Conductor,23,Herida leve,4580298.21,428244.45
2014S004457,11,No es causa del peatón,Motocicleta,Dona,Conductor,26,Herida leve,4585411.92,432472.48
2014S004459,11,No es causa del peatón,Bicicleta,Dona,Vianant,33,Herida leve,4581190.54,432245.22
2014S004656,6,No es causa del peatón,Turismo,Dona,Passatger,74,Herida leve,4580997.41,431336.79
2014S004657,4,No es causa del peatón,Motocicleta,Dona,Passatger,52,Herida leve,4582603.02,430444.89
2014S004396,11,No es causa del peatón,Motocicleta,Home,Conductor,45,Herida grave,4582469.19,429542.14
2014S003212,9,No es causa del peatón,Turismo,Home,Conductor,28,Herida leve,4582556.54,433114.82
2014S004109,2,No es causa del peatón,Turismo,Home,Conductor,31,Herida leve,4577002.38,426213.09
2014S005560,11,No es causa del peatón,Motocicleta,Home,Conductor,39,Herida leve,4583264.89,430087.17
2014S004937,3,No es causa del peatón,Turismo,Dona,Conductor,52,Herida leve,4583447.36,426090.59
2014S005141,2,No es causa del peatón,Motocicleta,Home,Conductor,59,Herida grave,4580953.12,432237.39
2014S005519,9,No es causa del peatón,Ciclomotor,Dona,Conductor,29,Herida leve,4583225.6,427672.65
2014S005522,11,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4583294.51,431179.59
2014S002558,4,No es causa del peatón,Motocicleta,Dona,Passatger,32,Herida leve,4583996.88,431101.37
2014S002560,7,No es causa del peatón,Turismo,Home,Conductor,24,Herida leve,4582931.53,430551.24
2014S002563,5,No es causa del peatón,Motocicleta,Home,Conductor,54,Herida leve,4585067.59,431235.61
2014S002967,9,No es causa del peatón,Motocicleta,Home,Conductor,41,Herida leve,4590343.55,431809.06
2014S003144,11,No es causa del peatón,Turismo,Home,Conductor,52,Herida leve,4582016.78,428665.43
2014S004716,8,No es causa del peatón,Motocicleta,Dona,Passatger,21,Herida leve,4581750.14,425006.85
2014S004721,5,No es causa del peatón,Motocicleta,Home,Conductor,46,Herida leve,4583904.05,427903.82
2014S004725,10,No es causa del peatón,Motocicleta,Home,Conductor,53,Herida leve,4581912.96,429512.33
2014S002765,9,No es causa del peatón,AutobŁs articulado,Dona,Passatger,46,Herida leve,4581826.64,427225.02
2014S002769,1,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4583166.49,432144.17
2014S002770,1,No es causa del peatón,Motocicleta,Dona,Passatger,29,Herida leve,4582581.4,428828.76
2014S002963,8,No es causa del peatón,Turismo,Home,Passatger,10,Herida leve,4590210.86,431944.52
2014S004923,8,No es causa del peatón,Motocicleta,Dona,Passatger,48,Herida leve,4585682.38,430696.63
2014S003348,11,No es causa del peatón,Taxi,Dona,Passatger,23,Herida leve,4583790.61,431494.85
